낚시터명,낚시터유형,소재지도로명주소,WGS84위도,WGS84경도,주요어종,이용요금,데이터기준일자
신시도 유료낚시터,바다,전북특별자치도 군산시 옥도면 신시도길 40,35.81812509,126.4490189,우럭+도미 등,"20,000원",2024-12-02
송현낚시터,평지,"전북특별자치도 완주군 고산면 남봉로 5-98, 송현낚시터",35.9679,127.1867,"붕어, 송어","25,000원",2024-08-13
호암낚시터,기타,"전북특별자치도 임실군 신평면 호암3길 1-20, 호암사계절낚시터",35.654754,127.24716,"붕어류, 잉어류",20000원,2025-06-26
자연을닮은사람들,저수지,,35.645866,127.286135,"향어류, 잉어류, 붕어류",35000원,2025-06-26
자연을닮은사람들,저수지,,35.645866,127.286135,"향어류, 잉어류, 붕어류",35000원,2025-06-26
호암낚시터,기타,"전북특별자치도 임실군 신평면 호암3길 1-20, 호암사계절낚시터",35.654754,127.24716,"붕어류, 잉어류",20000원,2025-06-26
백화낚시터,저수지,전북특별자치도 진안군 안천면 진무로 3206,35.90144004,127.574178,붕어,"1일 20,000원",2025-06-20
산외 강현낚시터,기타,전북특별자치도 정읍시 산외면 상두1길 11-17,35.6315183,127.0596968,"붕어,잉어,기타 내수면어종","08시~22시 / 25,000원08시~익일 08시 / 50,000원",2022-05-19
우정낚시터,기타,전북특별자치도 정읍시 소성면 소성상평로 238,35.5603433,126.8053888,붕어+잉어,1일 15000원,2022-05-19
자바라,기타,전북특별자치도 전주시 완산구 평화로 69,35.7830203,127.1331617,잉어,1일 10000원,2021-10-20
송치낚시터,평지,전북특별자치도 남원시 주천면 웅치길 20,35.377,127.432,"붕어, 잉어, 향어","20,000",2024-07-16
물만난고기,기타,"대전 중구 대종로 488번길 39, 지하(은행동)",36.329039,127.42833,붕어 등,"10,000원",2022-06-17
Love낚시카페,기타,"대전광역시 서구 관저로 160, 지하1층",36.29872121,127.3395894,"붕어, 잉어","10,000원",2023-04-13
우명실내낚시터,기타,대전광역시 서구 우명길 148(우명동),36.2287571,127.2935111,"붕어, 잉어","15,000원",2023-04-13
물만난고기,기타,"대전광역시 중구 대종로 488번길 39, 지하(은행동)",36.329039,127.42833,붕어 등,"10,000원",2024-06-30
물만난고기,기타,"대전광역시 중구 대종로 488번길 39, 지하(은행동)",36.329039,127.42833,붕어 등,"10,000원",2023-08-24
물만난고기,기타,"대전광역시 중구 대종로 488번길 39, 지하(은행동)",36.329039,127.42833,붕어 등,"10,000원",2024-01-01
㈜정성레저,바다,인천광역시 중구 백운로186번길 140-1 (중산동),37.51420751,126.5436932,"돔, 점성어","70,000원(성인남성기준)",2020-09-10
포인트실내낚시카페낚시터,기타,"인천광역시 중구 우현로 63, 몽벨,대한애경미용학원,이용화이비인후과 (내동)",37.4728317,126.6289879,잉어+붕어,"10,000(시간당/성인남성기준)",2020-09-10
(주)영종레저,바다,"인천광역시 중구 영종순환로 279-20, 만정낚시터 (중산동)",37.5154665,126.5499277,돔+점성어+붕어,"60,000원(성인남성기준)",2020-09-10
대동실내낚시터,기타,"인천광역시 서구 심곡로 133, 대동상가 지하 1층 (심곡동)",,,붕어,"성인 기본 1시간 11,000원",2024-07-23
두밀촌 낚시터,평지,인천광역시 서구 두밀로 91 (대곡동),,,붕어,"1일 30,000원",2024-07-23
인천 락 실내바다낚시터,기타,인천광역시 서구 한서로 36-10 (백석동),,,활바다가재,"3시간 : 45,000원 6시간 : 80,000원 9시간 : 100,000원",2024-07-23
놀이터 실내낚시카페,기타,"인천광역시 서구 가정로 208, 지하 1층 (석남동)",,,"메기, 향어","남성 : 11,000원 여성 : 10,000원 어린이 : 8,000원 커플 : 20,000원",2024-07-23
가현산낚시터,평지,인천광역시 서구 가현산로23번길 87 (마전동),,,향어,"1일 35,000원",2024-07-23
낭만물고기,기타,"인천광역시 서구 검단로 492, 지하 1층 (마전동)",,,"메기, 잉어, 향어","성인남성 1시간 : 11,000원 성인여성 1시간 : 9,900원",2024-07-23
내동저수지낚시터,저수지,인천광역시 옹진군 영흥면 내동로 100-15,,,"붕어, 잉어, 메기, 가물치 등","24시간 30,000원",2020-12-14
용담낚시터,기타,"인천광역시 옹진군 영흥면 영흥남로9번길 309, 용담어촌계축양장",,,"돔류, 병어,  다금바리, 민어 등","12시간 60,000원",2020-12-14
선재낚시터,기타,"인천광역시 옹진군 영흥면 선재로265번길 103, 선재고물상",,,"돔류, 농어, 우럭, 홍민어 등","12시간 77,000원 2시간 45,000원 방가로 이용 40,000원",2020-12-14
영흥바다낚시터,기타,"인천광역시 옹진군 영흥면 영흥로176번길 21, 낚시터",,,"농어, 능성어, 우럭, 돔류 등","20시간 남성 77,000원 20시간 여성 55,000원 20시간 초등학생 55,000원",2020-12-14
선재 낚시공원 낚시터,기타,인천광역시 옹진군 영흥면 선재로226번길 164,,,"돔류, 바리류, 민어, 병어, 농어","12시간 남성 100,000원 12시간 여성 80,000원 12시간 초중생 70,000원",2020-12-14
DMZ실내낚시터,기타,"인천광역시 계양구 경명대로 1056, 지층 1호 (계산동)",37.5432864094,126.724138055,"잉어, 붕어","시간당 10,000원",2025-05-01
삼성낚시터,기타,인천광역시 강화군 불은면 삼성리 1123 외,37.414703,126.262973,붕어+잉어,70000,2025-04-11
황산초지사계절바다낚시터,기타,"인천광역시 강화군 길상면 초지리 1325-57, 1325-58-, 1325-59",37.62125051,126.5347876,우럭+광어,60000,2025-04-11
어류정낚시터,기타,인천광역시 강화군 삼산면 매음리 114-72,37.66107251,126.336902,붕어+잉어,20000,2025-04-11
강화선두바다낚시터,기타,인천광역시 강화군 길상면 선두리 976-20,37.60086755,126.4935967,우럭+광어,60000,2025-04-11
강화바다낚시터,기타,인천광역시 강화군 길상면 장흥리 276-5,37.60690383,126.5168784,우럭+광어,60000,2025-04-11
길상낚시터,저수지,인천광역시 강화군 길상면 장흥리 16,37.62515984,126.5012775,붕어+잉어,30000,2025-04-11
동검낚시터,저수지,인천광역시 강화군 길상면 동검리 109-1,37.58768059,126.5222735,우럭+광어,60000,2025-04-11
양오낚시터,저수지,인천광역시 강화군 송해면 양오리 10-2,37.80023879,126.4474212,붕어+잉어,20000,2025-04-11
고구낚시터,저수지,인천광역시 강화군 교동면 고구리 243 외,37.79635,126.292765,붕어+잉어,20000,2025-04-11
항포낚시터,저수지,인천광역시 강화군 삼산면 석모리 1148,37.70636707,126.2840291,붕어+잉어,20000,2025-04-11
신선지낚시터,저수지,인천광역시 강화군 내가면 고천리 1852-1,37.72045498,126.4152577,붕어+잉어,30000,2025-04-11
길정낚시터,저수지,인천광역시 강화군 양도면 길정리 403-1,37.66259233,126.467195,붕어+잉어,20000,2025-04-11
오류내낚시터,저수지,인천광역시 강화군 송해면 하도리 621,37.75926215,126.4520722,붕어+잉어,20000,2025-04-11
국화낚시터,저수지,인천광역시 강화군 강화읍 국화리 450,37.74460253,126.4619292,붕어+잉어,75000,2025-04-11
내가낚시터,저수지,인천광역시 강화군 내가면 고천리 462,37.72518794,126.3936217,붕어+잉어,20000,2025-04-11
황청낚시터,저수지,인천광역시 강화군 내가면 황청리 531,37.71508509,126.3638447,붕어+잉어,30000,2025-04-11
인산낚시터,저수지,인천광역시 강화군 양도면 인산리 105,37.69854279,126.4312672,붕어+잉어,20000,2025-04-11
파도바다 실내낚시터,기타,"인천광역시 남동구 남동대로 897번길 5, 제지층(간석동)",37.4623753,126.7077663,우럭+방어+도다리+참돔,"1시간 25,000 + 3시간 40,000",2024-07-10
놀러와 실내낚시터,기타,"인천광역시 남동구 백범로 203, 지층 102호(만수동)",37.45945344,126.7261954,잉어+향어,"성인: 12,000 + 청소년: 10,000 + 초등 :6,000",2024-07-10
어썸 실내낚시카페,기타,"인천광역시 남동구 백범로 417, 지하1층(간석동)",37.4672684,126.7025735,잉어+붕어+향어,"성인: 11,000 + 청소년: 9,000 + 초등: 6,000",2024-07-10
나까보까 실내낚시터,기타,"인천광역시 남동구 구월로 291, 지하1층(만수동)",37.4558425,126.7207845,잉어+향어+비단금붕어,"성인: 12,000 + 청소년: 10,000 + 초등: 8,000",2024-07-10
얼빵 낚시카페,기타,"인천광역시 남동구 인주대로 580, 지하 2층(구월동)",37.4497578,126.6991131,잉어+향어,"성인: 10,000 + 초등: 8,000",2024-07-10
또와또 실내낚시터,기타,인천광역시 남동구 남동대로 881 지하층(간석동),37.4656135,126.707077,잉어+향어,"성인: 10,000 + 청소년: 8,000 + 초등미만: 5,000",2024-07-10
남촌낚시터,기타,인천광역시 남동구 남촌로 67번길 60-3(남촌동),37.4266899,126.7128884,붕어+잉어+향어,"20,000",2024-07-10
소래바다낚시터,기타,인천광역시 남동구 소래로 154번길 25-40(논현동),37.40682335,126.7405419,우럭+감성돔+돗돔+능성어,"40,000",2024-07-10
영종뚜루실내바다낚시터,기타,"인천광역시 중구 영종진광장로 45, 3층 (중산동)",,,-,"33,000원/2시간",2024-07-22
J&D 실내바다낚시터,기타,"인천광역시 중구 서해대로417번길 2, 재향군인회관 지1층 (신흥동2가)",,,-,"40,000원/3시간",2024-07-22
천혜바다낚시터,저수지,인천광역시 중구 중산로 124 (중산동),,,-,"80,000원/일",2024-07-22
주주실내낚시클럽,기타,"인천광역시 미추홀구 주안로 113, 덕진빌딩 지하2층 (주안동)",37.46425733,126.6822339,잉어+붕어,(1시간)10000,2024-07-29
도시어부낚시카페,기타,"인천광역시 미추홀구 주안로104번길 24, 지하2층제2호(주안동)",37.46282174,126.6809926,잉어+붕어,(1시간)10000,2024-07-29
뚜루실내바다낚시터,기타,"인천광역시 서구 세자봉로 97-12, 공장 (금곡동)",,,"민어, 참돔, 점농어 등","2시간 : 33,000원 4시간 : 44,000원 7시간 : 66,000원",2024-07-23
착한붕어 낚시카페,기타,"서울특별시 종로구 대학로8가길 52, 지하1층 (동숭동)",37.582964,127.002648,붕어,"1시간(성인:10천원, 초,중,고 학생:9천원)",2020-07-09
붕어의 신,기타,서울특별시 양천구 신월로 321,37.5217038,126.8565155,붕어,"1시간(남 10천, 여9천, 커플18천, 청소년 7천, 아동 5천)  1시간 추가시 요금 발생",2020-05-30
가자실내낚시터,기타,서울특별시 양천구 지양로 34,37.519435,126.8363231,붕어,"1시간(남 10천, 여10천, 아동 8천)",2020-05-30
입큰붕어낚시카페,기타,"서울특별시 은평구 은평로 101, 지하1층 (응암동)",,,-,"10,000원/시간",2021-06-30
잉어킹낚시카페,기타,"서울특별시 은평구 연서로26길 8, 지하1층 (대조동)",,,민물고기,"10,000원/시간",2021-06-30
성북낚시터,저수지,"서울특별시 성북구 보문로 168, 성북구청 (삼선동5가)",,,붕어,20,2025-06-24
계룡 낚시터,저수지,,36.36086703,127.1576725,"붕어, 잉어",20000,2019-09-25
정안 낚시터,저수지,,36.5804523,127.110813,"붕어, 잉어",20000,2019-09-25
능애 낚시터,저수지,,36.55407334,127.083822,"붕어, 잉어",20000,2019-09-25
월곡 낚시터,저수지,,36.53973952,127.162541,"붕어, 잉어",20000,2019-09-25
경천 낚시터,저수지,,36.3339378,127.1718409,"붕어, 잉어",20000,2019-09-25
행복 낚시터,저수지,,36.54898473,127.1448196,"붕어, 잉어",20000,2019-09-25
우목 낚시터,저수지,,36.4405707,127.009396,"붕어, 잉어",20000,2019-09-25
중흥 낚시터,저수지,,36.57675859,127.1725335,"붕어, 잉어",20000,2019-09-25
고성 낚시터,저수지,,36.58824678,127.0916593,"붕어, 잉어",20000,2019-09-25
명곡 낚시터,저수지,,36.59894926,126.9385268,"붕어, 잉어",20000,2019-09-25
큰목길낚시터,저수지,,36.47066341,127.0771193,"붕어, 잉어",25000,2019-09-25
자연농원,저수지,,36.47066341,127.0771193,"붕어, 잉어",25000,2019-09-25
우성낚시터,저수지,,36.47066341,127.0771193,"붕어, 잉어",25000,2019-09-25
훼미리낚시터,저수지,,36.47066341,127.0771193,"붕어, 잉어",25000,2019-09-25
그린 낚시터,저수지,,36.37153325,127.1686461,"붕어, 잉어",25000,2019-09-25
그린 낚시터,저수지,,36.37153325,127.1686461,"붕어, 잉어",25000,2020-12-22
훼미리낚시터,저수지,,36.47066341,127.0771193,"붕어, 잉어",25000,2020-12-22
우성낚시터,저수지,,36.47066341,127.0771193,"붕어, 잉어",25000,2020-12-22
자연농원,저수지,,36.47066341,127.0771193,"붕어, 잉어",25000,2020-12-22
큰목길낚시터,저수지,,36.47066341,127.0771193,"붕어, 잉어",25000,2020-12-22
명곡 낚시터,저수지,,36.59894926,126.9385268,"붕어, 잉어",20000,2020-12-22
고성 낚시터,저수지,,36.58824678,127.0916593,"붕어, 잉어",20000,2020-12-22
중흥 낚시터,저수지,,36.57675859,127.1725335,"붕어, 잉어",20000,2020-12-22
우목 낚시터,저수지,,36.4405707,127.009396,"붕어, 잉어",20000,2020-12-22
행복 낚시터,저수지,,36.54898473,127.1448196,"붕어, 잉어",20000,2020-12-22
경천 낚시터,저수지,,36.3339378,127.1718409,"붕어, 잉어",20000,2020-12-22
월곡 낚시터,저수지,,36.53973952,127.162541,"붕어, 잉어",20000,2020-12-22
능애 낚시터,저수지,,36.55407334,127.083822,"붕어, 잉어",20000,2020-12-22
정안 낚시터,저수지,,36.5804523,127.110813,"붕어, 잉어",20000,2020-12-22
계룡 낚시터,저수지,,36.36086703,127.1576725,"붕어, 잉어",20000,2020-12-22
계룡 낚시터,저수지,,36.36086703,127.1576725,"붕어, 잉어",20000,2021-10-22
월선 낚시터,저수지,충남 아산시 영인면 아산로1233번길 54,36.873699,126.931875,"붕어,잉어,향어 등",20000,2024-03-12
신왕지낚시터,저수지,충남 아산시 둔포면 이화동길115번길 50,36.9142133,127.0875782,"붕어,잉어,향어 등",30000,2024-05-21
오목낚시터(신창낚시터),저수지,충남 아산시 신창면 서부남로675번길 48,36.7955718,126.933069,"붕어,잉어,향어 등",20000,2024-01-15
송악 낚시터,저수지,충남 아산시 송악면 송악로 560,36.7214327,126.9898213,"붕어,잉어,향어 등",10000,2024-01-15
산들 낚시터,저수지,충남 아산시 배방읍 고불로 229,36.725676,127.0596219,"붕어,잉어,향어 등",20000,2024-01-15
냉정 낚시터,저수지,충남 아산시 인주면 서해로548번길 158,36.868245,126.904669,"붕어,잉어,향어 등",15000,2024-01-15
월랑 낚시터,저수지,충남 아산시 음봉면 월랑길 15-10,36.8436697,127.0804385,"붕어,잉어,향어 등",20000,2024-01-15
대동 낚시터,저수지,충남 아산시 음봉면 송촌리 34,36.84784,127.046914,"붕어,잉어,향어 등",20000,2024-01-15
신수 낚시터,저수지,충남 아산시 음봉면 신수리 51-1,36.843918,126.99831,"붕어,잉어,향어 등",20000,2024-01-15
염치 낚시터,저수지,충남 아산시 염치읍 동정길 159-4,36.821763,126.993657,"붕어,잉어,향어 등",15000,2024-01-15
신휴 낚시터,저수지,충남 아산시 음봉면 신휴길122,36.8910242,127.0704905,"붕어,잉어,향어 등",20000,2024-01-15
봉재 낚시터,저수지,충남 아산시 둔포면 충무로 1258-32,36.883092,127.032207,"붕어,잉어,향어 등",25000,2024-01-15
안골 낚시터,저수지,충남 아산시 영인면 고룡산로 448,36.8789658,126.9878422,"붕어,잉어,향어 등",20000,2024-01-15
죽산 낚시터,저수지,충남 아산시 선장면 서부남로 344,36.7857711,126.8978959,"붕어,잉어,향어 등",20000,2024-01-15
영인 낚시터,저수지,충남 아산시 영인면 영인로 159-20,36.8627459,126.9487696,"붕어,잉어,향어 등",20000,2024-01-15
잔실 낚시터,저수지,충남 아산시 음봉면 신정리 397,36.8735582,127.0167286,"붕어,잉어,향어 등",10000,2024-01-15
삽교천 낚시터,기타,충남 아산시 인주면 아산만로1363,36.8526333,126.8545664,"붕어,잉어,향어 등",10000,2024-07-09
동암 낚시터,기타,충남 아산시 음봉면 음봉로447번길 50,36.8469204,127.0604064,"붕어,잉어,향어 등",10000,2024-05-29
낭만물고기실내낚시카페,기타,"충남 아산시 배방읍 배방로13번길 23, 2층",36.775944,127.056904,"메기,잉어,향어 등",10000,2021-12-31
아산락실내바다낚시터,기타,충남 아산시 염치읍 백암길 148-1,36.8058557,127.0359602,"참돔,활점농어,바닷가재 등",40000,2021-12-31
서부낚시터,저수지,충청남도 서천군 종천면 대백제로 1458,36.12103723,126.692348,붕어,1일 60000원,2023-12-08
배다리낚시터,저수지,충청남도 서천군 서면 주원로 10-3,36.15600648,126.572178,붕어,1일 60000원,2023-12-08
창리해상낚시터,바다,충청남도 서산시 부석면 창리 지선,36.369181,126.224581,조피볼락+숭어,"50,000원",2023-12-15
덕송지낚시터,저수지,충청남도 서산시 팔봉면 덕송리 842-5,36.835062,126.339584,붕어+잉어,"110,000원",2023-12-15
대요낚시터,저수지,충청남도 서산시 지곡면 대요리 713,36.886992,126.428141,붕어+잉어,"60,000원",2023-12-15
계룡 낚시터,저수지,,36.36086703,127.1576725,"붕어, 잉어",20000,2021-10-22
정안 낚시터,저수지,,36.5804523,127.110813,"붕어, 잉어",20000,2021-10-22
능애 낚시터,저수지,,36.55407334,127.083822,"붕어, 잉어",20000,2021-10-22
월곡 낚시터,저수지,,36.53973952,127.162541,"붕어, 잉어",20000,2021-10-22
경천 낚시터,저수지,,36.3339378,127.1718409,"붕어, 잉어",20000,2021-10-22
행복 낚시터,저수지,,36.54898473,127.1448196,"붕어, 잉어",20000,2021-10-22
우목 낚시터,저수지,,36.4405707,127.009396,"붕어, 잉어",20000,2021-10-22
중흥 낚시터,저수지,,36.57675859,127.1725335,"붕어, 잉어",20000,2021-10-22
고성 낚시터,저수지,,36.58824678,127.0916593,"붕어, 잉어",20000,2021-10-22
명곡 낚시터,저수지,,36.59894926,126.9385268,"붕어, 잉어",20000,2021-10-22
큰목길낚시터,저수지,,36.47066341,127.0771193,"붕어, 잉어",25000,2021-10-22
자연농원,저수지,,36.47066341,127.0771193,"붕어, 잉어",25000,2021-10-22
우성낚시터,저수지,,36.47066341,127.0771193,"붕어, 잉어",25000,2021-10-22
훼미리낚시터,저수지,,36.47066341,127.0771193,"붕어, 잉어",25000,2021-10-22
그린 낚시터,저수지,,36.37153325,127.1686461,"붕어, 잉어",25000,2021-10-22
그린 낚시터,저수지,,36.37153325,127.1686461,"붕어, 잉어",25000,2021-10-22
훼미리낚시터,저수지,,36.47066341,127.0771193,"붕어, 잉어",25000,2021-10-22
우성낚시터,저수지,,36.47066341,127.0771193,"붕어, 잉어",25000,2021-10-22
자연농원,저수지,,36.47066341,127.0771193,"붕어, 잉어",25000,2021-10-22
큰목길낚시터,저수지,,36.47066341,127.0771193,"붕어, 잉어",25000,2021-10-22
명곡 낚시터,저수지,,36.59894926,126.9385268,"붕어, 잉어",20000,2021-10-22
고성 낚시터,저수지,,36.58824678,127.0916593,"붕어, 잉어",20000,2021-10-22
중흥 낚시터,저수지,,36.57675859,127.1725335,"붕어, 잉어",20000,2021-10-22
우목 낚시터,저수지,,36.4405707,127.009396,"붕어, 잉어",20000,2021-10-22
행복 낚시터,저수지,,36.54898473,127.1448196,"붕어, 잉어",20000,2021-10-22
경천 낚시터,저수지,,36.3339378,127.1718409,"붕어, 잉어",20000,2021-10-22
월곡 낚시터,저수지,,36.53973952,127.162541,"붕어, 잉어",20000,2021-10-22
능애 낚시터,저수지,,36.55407334,127.083822,"붕어, 잉어",20000,2021-10-22
정안 낚시터,저수지,,36.5804523,127.110813,"붕어, 잉어",20000,2021-10-22
수신낚시터,저수지,"충청남도 천안시 동남구 수신면 발산1길 147-106, 수신낚시터",36.71158316,127.2940376,붕어+잉어,"1일 30,000원",2024-07-18
마정낚시터,저수지,충청남도 천안시 서북구 직산읍 금곡로 176,36.87443248,127.0999291,붕어+잉어,"1일 25,000원",2024-07-18
남창낚시터,저수지,"충청남도 천안시 서북구 성거읍 보명사길 62, 남창낚시터",36.86121783,127.1990668,붕어+잉어,"1일 30,000원",2024-07-18
무네미낚시터,저수지,충청남도 천안시 동남구 동면 장송죽계길 40,36.78076246,127.3704271,붕어+잉어,"1일 30,000원",2024-07-18
부대낚시터,저수지,"충청남도 천안시 서북구 안터길 38-29, 부대동낚시터 (부대동)",36.84090025,127.1590725,"붕어,잉어,향어,메기","1일 20,000원",2024-07-18
신월낚시터,저수지,"충청남도 천안시 서북구 성거읍 신월길 165-29, 신월낚시터",36.86809119,127.1646074,붕어+잉어,"1일 20,000원",2024-07-18
석곡낚시터,저수지,"충청남도 천안시 서북구 직산읍 부송로 43-38, 석곡낚시터",36.89071113,127.1028245,붕어+잉어,"1일 20,000원",2024-07-18
덕성낚시터,저수지,충청남도 천안시 동남구 동면 덕성1길 52,36.80984881,127.3697076,붕어+잉어,"1일 15,000원",2024-07-18
방축낚시터,저수지,충청남도 천안시 서북구 직산읍 군동3길 26,36.89959299,127.1693812,붕어+잉어,"평일 10,000원 주말 15,000원",2024-07-18
원산도 선촌 해양낚시터,바다,충청남도 보령시 원산도리 540지선,36.385009,126.42969,"조피볼락, 주꾸미","1일 25,000원",2024-07-18
숲속애바다실내낚시터,기타,충청남도 보령시 통나무1길 80,36.329072,126.52855,"돔류, 민어류, 농어류","4시간 49,000원",2024-07-18
강남호,바다,충청남도 태안군 고남면 안면대로 4439,36.408243,126.419369,우럭,100000,2023-03-30
경남수산,바다,충청남도 태안군 고남면 탄개길 33,36.40810295,126.422973,우럭,100000,2023-03-30
영목수산좌대,바다,충청남도 태안군 고남면 월고지길 53,36.399587,126.4265487,우럭,100000,2023-03-30
안면도영목항,바다,충청남도 태안군 고남면 안면대로 4558,36.400055,126.426424,우럭,100000,2023-03-30
대일,바다,충청남도 태안군 고남면 고남리 125,36.407639,126.42209,우럭,100000,2023-03-30
미조리,바다,충청남도 태안군 고남면 월고지길 49-7,36.39971346,126.4263766,우럭,100000,2023-03-30
대박,바다,충청남도 태안군 고남면 안면대로 4407-239,36.4182042,126.428521,우럭,100000,2023-03-30
천우수산,바다,충청남도 태안군 안면읍 대야로 304-41,36.46427427,126.4163916,우럭,100000,2023-03-30
여정수산,바다,충청남도 태안군 안면읍 응지마을길 20-7,36.51758799,126.345242,우럭,100000,2023-03-30
어성,바다,충청남도 태안군 안면읍 대야로 323-7,36.4654124,126.414806,우럭,100000,2023-03-30
토도수산,바다,충청남도 태안군 안면읍 대야로 323-45,36.46592426,126.4154688,우럭,100000,2023-03-30
백호좌대,바다,충청남도 태안군 남면 천수만로 340-54,36.619584,126.3479666,우럭,100000,2023-03-30
태극호좌대,바다,충청남도 태안군 남면 한바위길 10-11,36.621567,126.348669,우럭,100000,2023-03-30
중앙호좌대,바다,충청남도 태안군 남면 한바위길 61,36.62279643,126.354434,우럭,100000,2023-03-30
힐링호좌대,바다,충청남도 태안군 남면 한바위길 54-16,36.62094968,126.3541975,우럭,100000,2023-03-30
신진좌대,바다,충청남도 태안군 남면 한바위길 36-7,36.62086745,126.353658,우럭,100000,2023-03-30
황금좌대,바다,충청남도 태안군 남면 천수만로 340-7,36.621423,126.3467617,우럭,100000,2023-03-30
해인호좌대,바다,충청남도 태안군 남면 한바위길 36-21,36.62031491,126.354128,우럭,100000,2023-03-30
수성호좌대,바다,충청남도 태안군 남면 한바위길 54-12,36.62135688,126.354174,우럭,100000,2023-03-30
대원호좌대,바다,충청남도 태안군 남면 한바위길 54-10,36.621556,126.3543847,우럭,100000,2023-03-30
남용호좌대,바다,충청남도 태안군 남면 당암리 1-12,36.619672,126.354366,우럭,100000,2023-03-30
서해대교바다낚시터,평지,충청남도 당진시 신평면 샛터길 117-121,36.9167,126.7833,우럭 등,"90,000원",2022-03-31
장고항덕진호좌대낚시터,바다,충청남도 당진시 석문면 장고항로 334-48,37.0333,126.5,우럭 등,"50,000원",2022-03-31
그린좌대낚시터,바다,충청남도 당진시 석문면 장고항로 334-48,37.0333,126.5,우럭 등,"50,000원",2022-03-31
병기호좌대낚시터,바다,충청남도 당진시 석문면 왜목길 73,37.0333,126.5333,우럭 등,"50,000원",2022-03-31
고래좌대낚시터,바다,충청남도 당진시 석문면 왜목길 73,37.0333,126.5333,우럭 등,"50,000원",2022-03-31
해맞이좌대낚시터,바다,충청남도 당진시 석문면 왜목길 73,37.0333,126.5333,우럭 등,"50,000원",2022-03-31
왜목마을좌대낚시터,바다,충청남도 당진시 석문면 왜목길 73,37.0333,126.5333,우럭 등,"50,000원",2022-03-31
무기수산좌대낚시터,바다,충청남도 당진시 석문면 난지3길 12,37.0167,126.45,우럭 등,"50,000원",2022-03-31
부흥3호좌대낚시터,바다,충청남도 당진시 석문면 난지3길 12,37.0,126.45,우럭 등,"60,000원",2022-03-31
미리내가두리낚시2호낚시터,바다,충청남도 당진시 석문면 난지3길 12,37.0,126.45,우럭 등,"60,000원",2022-03-31
미리내가두리낚시터,바다,충청남도 당진시 석문면 난지3길 12,37.0,126.45,우럭 등,"60,000원",2022-03-31
해성2호좌대낚시터,바다,충청남도 당진시 석문면 난지3길 12,37.0,126.45,우럭 등,"60,000원",2022-03-31
부흥호좌대2낚시터,바다,충청남도 당진시 석문면 난지3길 12,37.0,126.45,우럭 등,"60,000원",2022-03-31
아쿠아좌대낚시터,바다,충청남도 당진시 석문면 난지3길 12,37.0,126.45,우럭 등,"60,000원",2022-03-31
부흥호가두리낚시터,바다,충청남도 당진시 석문면 난지3길 12,37.0,126.45,우럭 등,"60,000원",2022-03-31
낚시타운좌대낚시터,바다,충청남도 당진시 석문면 난지3길 12,37.0,126.45,우럭 등,"60,000원",2022-03-31
훼미리호좌대낚시터,바다,충청남도 당진시 석문면 난지3길 12,37.0,126.45,우럭 등,"60,000원",2022-03-31
스카이좌대낚시터,바다,충청남도 당진시 석문면 난지3길 12,37.0,126.45,우럭 등,"60,000원",2022-03-31
돌고래좌대낚시터,바다,충청남도 당진시 석문면 난지3길 12,37.0,126.45,우럭 등,"60,000원",2022-03-31
와따좌대낚시터,바다,충청남도 당진시 석문면 난지3길 12,37.0,126.45,우럭 등,"60,000원",2022-03-31
광석낚시터,저수지,충청남도 계룡시 엄사면 광석향한2길 58,36.2714,127.2196,잉어+붕어,"10,000원",2023-03-09
도곡낚시터,기타,충청남도 계룡시 엄사면 배울길 129,36.2575,127.2092,잉어+붕어,"10,000원",2023-03-09
캠피그라운드,기타,충청남도 부여군 부여읍 삼충로272번길 12,,,"메기, 붕어","손맛터 15,000원 노지잡이터(토종터) 35,000원 카라반 이용요금 100,000원",2023-03-31
태극호좌대,바다,충청남도 태안군 남면 한바위길 10-1,36.62123687,126.350006,우럭,100000,2023-03-30
만길호좌대,바다,충청남도 태안군 남면 한바위길 36-9,36.62075219,126.3536715,우럭,100000,2023-03-30
성호좌대,바다,충청남도 태안군 남면 한바위길 10-17,36.655894,126.302754,우럭,100000,2023-03-30
성호1좌대,바다,충청남도 태안군 남면 한바위길 10-17,36.655894,126.302754,우럭,100000,2023-03-30
해성좌대,바다,충청남도 태안군 남면 한바위길 6-24,36.62142778,126.347343,우럭,100000,2023-03-30
갈음이 해상낚시공원,바다,충청남도 태안군 근흥면 갈음이길 105-1,36.69441068,126.159344,우럭,100000,2023-03-30
태안바다,바다,충청남도 태안군 태안읍 중앙로 187,36.749468,126.308131,우럭,100000,2023-03-30
수진좌대2,바다,충청남도 태안군 고남면 누동로 21-23,36.43325976,126.4046197,우럭,100000,2023-03-30
소망좌대,바다,충청남도 태안군 고남면 구매길 67,36.424694,126.4293151,우럭,100000,2023-03-30
킹콩좌대,바다,충청남도 태안군 고남면 빗독2길6,36.42351821,126.409325,우럭,100000,2023-03-30
남일수산좌대,바다,충청남도 태안군 안면읍 장터로 254-11,36.528999,126.348326,우럭,100000,2023-03-30
형제,바다,충청남도 태안군 고남면 젓개길 276-1,36.43592403,126.430585,우럭,100000,2023-03-30
인어좌대,바다,충청남도 태안군 고남면 구매길 41-1,36.42553196,126.426836,우럭,100000,2023-03-30
용성좌대,바다,충청남도 태안군 고남면 발화지길 254-8,36.44021872,126.4196768,우럭,100000,2023-03-30
